;org:group;concept:instance;org:resource;Activity;Complete Timestamp;lifecycle:transition;case:startdate;case:responsible;case:enddate_planned;case:department;case:group;Case ID;case:deadline;case:channel;case:enddate;Duration
7982;Group 2;task-39447;admin1;T05 Print and send confirmation of receipt;2011-09-19 10:55:12.077000+00:00;complete;2011-09-19 06:53:11.527000+00:00;admin1;2011-11-14 07:53:11.527000+00:00;General;;case-9624;2011-11-14 07:53:11.527000+00:00;e-mail;2011-10-06 08:00:38.440000+00:00;484.292
7983;EMPTY;task-39399;Resource23;Confirmation of receipt;2011-09-26 11:23:50.214000+00:00;complete;2011-09-15 23:06:40.020000+00:00;Resource23;2011-12-23 00:06:40.010000+00:00;General;Group 5;case-9626;2011-12-23 00:06:40+00:00;Internet;2011-12-18 23:00:00.010000+00:00;0.0
7984;EMPTY;task-40446;Resource23;T02 Check confirmation of receipt;2011-09-26 11:25:36.704000+00:00;complete;2011-09-15 23:06:40.020000+00:00;Resource23;2011-12-23 00:06:40.010000+00:00;General;Group 5;case-9626;2011-12-23 00:06:40+00:00;Internet;2011-12-18 23:00:00.010000+00:00;106.49
7985;EMPTY;task-40448;Resource23;T04 Determine confirmation of receipt;2011-09-26 11:26:12.802000+00:00;complete;2011-09-15 23:06:40.020000+00:00;Resource23;2011-12-23 00:06:40.010000+00:00;General;Group 5;case-9626;2011-12-23 00:06:40+00:00;Internet;2011-12-18 23:00:00.010000+00:00;36.098
7986;EMPTY;task-40449;Resource23;T05 Print and send confirmation of receipt;2011-09-26 11:26:53.086000+00:00;complete;2011-09-15 23:06:40.020000+00:00;Resource23;2011-12-23 00:06:40.010000+00:00;General;Group 5;case-9626;2011-12-23 00:06:40+00:00;Internet;2011-12-18 23:00:00.010000+00:00;40.284
7987;Group 1;task-40447;Resource23;T06 Determine necessity of stop advice;2011-09-26 11:27:16.922000+00:00;complete;2011-09-15 23:06:40.020000+00:00;Resource23;2011-12-23 00:06:40.010000+00:00;General;Group 5;case-9626;2011-12-23 00:06:40+00:00;Internet;2011-12-18 23:00:00.010000+00:00;23.836
7988;Group 1;task-40450;Resource23;T10 Determine necessity to stop indication;2011-09-26 11:27:41.106000+00:00;complete;2011-09-15 23:06:40.020000+00:00;Resource23;2011-12-23 00:06:40.010000+00:00;General;Group 5;case-9626;2011-12-23 00:06:40+00:00;Internet;2011-12-18 23:00:00.010000+00:00;24.184
7989;EMPTY;task-39420;Resource04;Confirmation of receipt;2011-09-27 07:46:52.030000+00:00;complete;2011-09-19 09:28:43.636000+00:00;Resource04;2011-11-14 10:28:43.636000+00:00;General;Group 5;case-9628;2011-11-14 10:28:43.636000+00:00;Internet;2011-11-16 09:04:26.017000+00:00;0.0
7990;Group 4;task-40576;Resource04;T02 Check confirmation of receipt;2011-09-27 07:47:16.447000+00:00;complete;2011-09-19 09:28:43.636000+00:00;Resource04;2011-11-14 10:28:43.636000+00:00;General;Group 5;case-9628;2011-11-14 10:28:43.636000+00:00;Internet;2011-11-16 09:04:26.017000+00:00;24.417
7991;Group 3;task-40578;Resource04;T04 Determine confirmation of receipt;2011-09-27 08:18:49.679000+00:00;complete;2011-09-19 09:28:43.636000+00:00;Resource04;2011-11-14 10:28:43.636000+00:00;General;Group 5;case-9628;2011-11-14 10:28:43.636000+00:00;Internet;2011-11-16 09:04:26.017000+00:00;1893.232
7992;Group 2;task-40583;Resource04;T05 Print and send confirmation of receipt;2011-09-27 08:23:36.635000+00:00;complete;2011-09-19 09:28:43.636000+00:00;Resource04;2011-11-14 10:28:43.636000+00:00;General;Group 5;case-9628;2011-11-14 10:28:43.636000+00:00;Internet;2011-11-16 09:04:26.017000+00:00;286.956
7993;Group 1;task-40577;Resource04;T06 Determine necessity of stop advice;2011-09-27 08:23:52.916000+00:00;complete;2011-09-19 09:28:43.636000+00:00;Resource04;2011-11-14 10:28:43.636000+00:00;General;Group 5;case-9628;2011-11-14 10:28:43.636000+00:00;Internet;2011-11-16 09:04:26.017000+00:00;16.281
7994;Group 1;task-40593;Resource04;T10 Determine necessity to stop indication;2011-09-27 08:24:14.974000+00:00;complete;2011-09-19 09:28:43.636000+00:00;Resource04;2011-11-14 10:28:43.636000+00:00;General;Group 5;case-9628;2011-11-14 10:28:43.636000+00:00;Internet;2011-11-16 09:04:26.017000+00:00;22.058
7995;EMPTY;task-39455;Resource03;Confirmation of receipt;2011-09-26 12:57:41.419000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;0.0
7996;Group 4;task-40513;Resource03;T02 Check confirmation of receipt;2011-09-26 12:58:01.365000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;19.946
7997;Group 3;task-40515;Resource03;T04 Determine confirmation of receipt;2011-09-26 13:01:45.731000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;224.366
7998;Group 2;task-40516;Resource03;T05 Print and send confirmation of receipt;2011-09-26 13:02:01.058000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;15.327
7999;EMPTY;task-40514;Resource03;T06 Determine necessity of stop advice;2011-09-26 13:02:25.581000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;24.523
8000;Group 1;task-40517;Resource03;T10 Determine necessity to stop indication;2011-09-26 13:02:58.002000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;32.421
8001;Group 1;task-40518;Resource01;T16 Report reasons to hold request;2011-09-29 11:51:57.612000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;254939.61
8002;Group 4;task-40839;Resource01;T17 Check report Y to stop indication;2011-09-29 11:52:16.377000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;18.765
8003;Group 3;task-40840;Resource01;T19 Determine report Y to stop indication;2011-09-29 11:52:34.107000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;17.73
8004;Group 2;task-40841;Resource01;T20 Print report Y to stop indication;2011-09-29 11:52:52.419000+00:00;complete;2011-09-17 23:06:40.020000+00:00;Resource11;2011-11-13 00:06:40.010000+00:00;General;Group 8;case-9631;2011-11-13 00:06:40+00:00;Internet;2011-10-10 13:07:48.586000+00:00;18.312
8005;EMPTY;task-39464;Resource13;Confirmation of receipt;2011-09-30 13:49:18.282000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource13;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9633;2011-11-14 00:06:40+00:00;Internet;2011-11-16 08:56:19.555000+00:00;0.0
8006;EMPTY;task-41110;Resource13;T02 Check confirmation of receipt;2011-09-30 13:50:07.853000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource13;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9633;2011-11-14 00:06:40+00:00;Internet;2011-11-16 08:56:19.555000+00:00;49.571
8007;EMPTY;task-41115;Resource13;T04 Determine confirmation of receipt;2011-09-30 13:50:57.872000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource13;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9633;2011-11-14 00:06:40+00:00;Internet;2011-11-16 08:56:19.555000+00:00;50.019
8008;EMPTY;task-41119;Resource13;T05 Print and send confirmation of receipt;2011-09-30 13:51:27.023000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource13;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9633;2011-11-14 00:06:40+00:00;Internet;2011-11-16 08:56:19.555000+00:00;29.151
8009;Group 1;task-41111;Resource13;T06 Determine necessity of stop advice;2011-10-05 19:38:45.530000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource13;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9633;2011-11-14 00:06:40+00:00;Internet;2011-11-16 08:56:19.555000+00:00;452838.507
8010;Group 1;task-41879;Resource13;T10 Determine necessity to stop indication;2011-10-05 19:39:15.432000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource13;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9633;2011-11-14 00:06:40+00:00;Internet;2011-11-16 08:56:19.555000+00:00;29.902
8011;EMPTY;task-39480;Resource33;Confirmation of receipt;2011-10-03 12:34:49.913000+00:00;complete;2011-09-13 23:06:40.020000+00:00;Resource33;2011-11-09 00:06:40.010000+00:00;General;Group 6;case-9635;2011-11-09 00:06:40+00:00;Internet;;0.0
8012;Group 1;task-41265;Resource33;T06 Determine necessity of stop advice;2011-10-03 12:53:44.874000+00:00;complete;2011-09-13 23:06:40.020000+00:00;Resource33;2011-11-09 00:06:40.010000+00:00;General;Group 6;case-9635;2011-11-09 00:06:40+00:00;Internet;;1134.961
8013;Group 1;task-41267;Resource33;T10 Determine necessity to stop indication;2011-10-03 12:55:18.139000+00:00;complete;2011-09-13 23:06:40.020000+00:00;Resource33;2011-11-09 00:06:40.010000+00:00;General;Group 6;case-9635;2011-11-09 00:06:40+00:00;Internet;;93.265
8014;EMPTY;task-41264;Resource38;T02 Check confirmation of receipt;2011-10-03 14:28:10.185000+00:00;complete;2011-09-13 23:06:40.020000+00:00;Resource33;2011-11-09 00:06:40.010000+00:00;General;Group 6;case-9635;2011-11-09 00:06:40+00:00;Internet;;5572.046
8015;Group 3;task-41310;Resource38;T04 Determine confirmation of receipt;2011-10-03 14:28:31.692000+00:00;complete;2011-09-13 23:06:40.020000+00:00;Resource33;2011-11-09 00:06:40.010000+00:00;General;Group 6;case-9635;2011-11-09 00:06:40+00:00;Internet;;21.507
8016;Group 2;task-41313;admin1;T05 Print and send confirmation of receipt;2011-10-05 08:36:24.653000+00:00;complete;2011-09-13 23:06:40.020000+00:00;Resource33;2011-11-09 00:06:40.010000+00:00;General;Group 6;case-9635;2011-11-09 00:06:40+00:00;Internet;;151672.961
8017;EMPTY;task-39493;Resource06;Confirmation of receipt;2011-10-14 08:11:00.255000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource06;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9639;2011-11-14 00:06:40+00:00;Internet;2011-10-20 11:47:55.996000+00:00;0.0
8018;Group 4;task-43326;Resource06;T02 Check confirmation of receipt;2011-10-14 08:11:21.875000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource06;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9639;2011-11-14 00:06:40+00:00;Internet;2011-10-20 11:47:55.996000+00:00;21.62
8019;Group 3;task-43328;Resource06;T04 Determine confirmation of receipt;2011-10-14 08:11:44.272000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource06;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9639;2011-11-14 00:06:40+00:00;Internet;2011-10-20 11:47:55.996000+00:00;22.397
8020;Group 2;task-43329;Resource06;T05 Print and send confirmation of receipt;2011-10-14 08:12:01.701000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource06;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9639;2011-11-14 00:06:40+00:00;Internet;2011-10-20 11:47:55.996000+00:00;17.429
8021;Group 1;task-43327;Resource06;T06 Determine necessity of stop advice;2011-10-14 08:12:19.209000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource06;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9639;2011-11-14 00:06:40+00:00;Internet;2011-10-20 11:47:55.996000+00:00;17.508
8022;Group 1;task-43330;Resource06;T10 Determine necessity to stop indication;2011-10-14 08:12:38.431000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource06;2011-11-14 00:06:40.010000+00:00;General;Group 5;case-9639;2011-11-14 00:06:40+00:00;Internet;2011-10-20 11:47:55.996000+00:00;19.222
8023;EMPTY;task-39584;Resource03;Confirmation of receipt;2011-09-26 08:15:09.846000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource11;2011-11-14 00:06:40.010000+00:00;General;Group 8;case-9652;2011-11-14 00:06:40+00:00;Internet;2011-10-11 05:57:35.374000+00:00;0.0
8024;Group 4;task-40304;Resource03;T02 Check confirmation of receipt;2011-09-26 08:16:45.151000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource11;2011-11-14 00:06:40.010000+00:00;General;Group 8;case-9652;2011-11-14 00:06:40+00:00;Internet;2011-10-11 05:57:35.374000+00:00;95.305
8025;Group 3;task-40306;Resource03;T04 Determine confirmation of receipt;2011-09-26 08:17:03.554000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource11;2011-11-14 00:06:40.010000+00:00;General;Group 8;case-9652;2011-11-14 00:06:40+00:00;Internet;2011-10-11 05:57:35.374000+00:00;18.403
8026;Group 2;task-40307;Resource03;T05 Print and send confirmation of receipt;2011-09-26 08:17:18.252000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource11;2011-11-14 00:06:40.010000+00:00;General;Group 8;case-9652;2011-11-14 00:06:40+00:00;Internet;2011-10-11 05:57:35.374000+00:00;14.698
8027;EMPTY;task-40305;Resource03;T06 Determine necessity of stop advice;2011-09-26 08:37:09.017000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource11;2011-11-14 00:06:40.010000+00:00;General;Group 8;case-9652;2011-11-14 00:06:40+00:00;Internet;2011-10-11 05:57:35.374000+00:00;1190.765
8028;Group 1;task-40313;Resource03;T10 Determine necessity to stop indication;2011-09-26 08:37:32.645000+00:00;complete;2011-09-18 23:06:40.020000+00:00;Resource11;2011-11-14 00:06:40.010000+00:00;General;Group 8;case-9652;2011-11-14 00:06:40+00:00;Internet;2011-10-11 05:57:35.374000+00:00;23.628
8029;EMPTY;task-39591;Resource03;Confirmation of receipt;2011-10-11 09:08:28.762000+00:00;complete;2011-09-19 23:06:40.020000+00:00;Resource11;2011-11-15 00:06:40.010000+00:00;General;Group 8;case-9653;2011-11-15 00:06:40+00:00;Internet;2011-11-07 06:57:09.029000+00:00;0.0
8030;Group 4;task-42843;Resource03;T02 Check confirmation of receipt;2011-10-11 09:08:46.300000+00:00;complete;2011-09-19 23:06:40.020000+00:00;Resource11;2011-11-15 00:06:40.010000+00:00;General;Group 8;case-9653;2011-11-15 00:06:40+00:00;Internet;2011-11-07 06:57:09.029000+00:00;17.538
8031;Group 3;task-42845;Resource03;T04 Determine confirmation of receipt;2011-10-11 09:09:02.832000+00:00;complete;2011-09-19 23:06:40.020000+00:00;Resource11;2011-11-15 00:06:40.010000+00:00;General;Group 8;case-9653;2011-11-15 00:06:40+00:00;Internet;2011-11-07 06:57:09.029000+00:00;16.532
8032;Group 2;task-42846;Resource03;T05 Print and send confirmation of receipt;2011-10-11 09:09:33.266000+00:00;complete;2011-09-19 23:06:40.020000+00:00;Resource11;2011-11-15 00:06:40.010000+00:00;General;Group 8;case-9653;2011-11-15 00:06:40+00:00;Internet;2011-11-07 06:57:09.029000+00:00;30.434
8033;Group 1;task-42844;Resource03;T06 Determine necessity of stop advice;2011-10-11 09:09:54.859000+00:00;complete;2011-09-19 23:06:40.020000+00:00;Resource11;2011-11-15 00:06:40.010000+00:00;General;Group 8;case-9653;2011-11-15 00:06:40+00:00;Internet;2011-11-07 06:57:09.029000+00:00;21.593
8034;Group 1;task-42847;Resource03;T10 Determine necessity to stop indication;2011-10-11 09:10:15.529000+00:00;complete;2011-09-19 23:06:40.020000+00:00;Resource11;2011-11-15 00:06:40.010000+00:00;General;Group 8;case-9653;2011-11-15 00:06:40+00:00;Internet;2011-11-07 06:57:09.029000+00:00;20.67
8035;EMPTY;task-39724;Resource02;Confirmation of receipt;2011-09-26 06:41:00.730000+00:00;complete;2011-09-14 23:06:40.020000+00:00;Resource50;2011-11-10 00:06:40.010000+00:00;General;;case-9670;2011-11-10 00:06:40+00:00;Internet;;0.0
8036;Group 4;task-40242;Resource02;T02 Check confirmation of receipt;2011-09-26 06:41:46.980000+00:00;complete;2011-09-14 23:06:40.020000+00:00;Resource50;2011-11-10 00:06:40.010000+00:00;General;;case-9670;2011-11-10 00:06:40+00:00;Internet;;46.25
8037;Group 3;task-40244;Resource02;T04 Determine confirmation of receipt;2011-09-26 06:42:04.392000+00:00;complete;2011-09-14 23:06:40.020000+00:00;Resource50;2011-11-10 00:06:40.010000+00:00;General;;case-9670;2011-11-10 00:06:40+00:00;Internet;;17.412
8038;Group 2;task-40245;Resource02;T05 Print and send confirmation of receipt;2011-09-26 06:42:20.954000+00:00;complete;2011-09-14 23:06:40.020000+00:00;Resource50;2011-11-10 00:06:40.010000+00:00;General;;case-9670;2011-11-10 00:06:40+00:00;Internet;;16.562
8039;EMPTY;task-40243;Resource13;T06 Determine necessity of stop advice;2011-09-30 14:29:19.407000+00:00;complete;2011-09-14 23:06:40.020000+00:00;Resource50;2011-11-10 00:06:40.010000+00:00;General;;case-9670;2011-11-10 00:06:40+00:00;Internet;;373618.453
8040;Group 1;task-41152;Resource13;T10 Determine necessity to stop indication;2011-09-30 14:33:02.196000+00:00;complete;2011-09-14 23:06:40.020000+00:00;Resource50;2011-11-10 00:06:40.010000+00:00;General;;case-9670;2011-11-10 00:06:40+00:00;Internet;;222.789
8041;EMPTY;task-39891;Resource09;Confirmation of receipt;2011-10-14 08:20:48.245000+00:00;complete;2011-09-18 23:06:40.020000+00:00;admin1;2011-11-14 00:06:40.010000+00:00;General;;case-9697;2011-11-14 00:06:40+00:00;Internet;2011-10-24 11:18:28.237000+00:00;0.0
8042;Group 4;task-43340;Resource09;T02 Check confirmation of receipt;2011-10-14 08:21:25.662000+00:00;complete;2011-09-18 23:06:40.020000+00:00;admin1;2011-11-14 00:06:40.010000+00:00;General;;case-9697;2011-11-14 00:06:40+00:00;Internet;2011-10-24 11:18:28.237000+00:00;37.417
8043;Group 1;task-43341;Resource09;T06 Determine necessity of stop advice;2011-10-14 08:22:39.101000+00:00;complete;2011-09-18 23:06:40.020000+00:00;admin1;2011-11-14 00:06:40.010000+00:00;General;;case-9697;2011-11-14 00:06:40+00:00;Internet;2011-10-24 11:18:28.237000+00:00;73.439
8044;Group 1;task-43343;Resource09;T10 Determine necessity to stop indication;2011-10-14 08:23:15.205000+00:00;complete;2011-09-18 23:06:40.020000+00:00;admin1;2011-11-14 00:06:40.010000+00:00;General;;case-9697;2011-11-14 00:06:40+00:00;Internet;2011-10-24 11:18:28.237000+00:00;36.104
8045;Group 3;task-43342;Resource09;T04 Determine confirmation of receipt;2011-10-14 08:52:05.305000+00:00;complete;2011-09-18 23:06:40.020000+00:00;admin1;2011-11-14 00:06:40.010000+00:00;General;;case-9697;2011-11-14 00:06:40+00:00;Internet;2011-10-24 11:18:28.237000+00:00;1730.1
8046;Group 2;task-43357;Resource09;T05 Print and send confirmation of receipt;2011-10-14 08:59:40.337000+00:00;complete;2011-09-18 23:06:40.020000+00:00;admin1;2011-11-14 00:06:40.010000+00:00;General;;case-9697;2011-11-14 00:06:40+00:00;Internet;2011-10-24 11:18:28.237000+00:00;455.032
8047;EMPTY;task-39921;Resource04;Confirmation of receipt;2011-09-23 07:58:15.049000+00:00;complete;2011-07-27 23:06:40.020000+00:00;Resource04;2011-11-03 00:06:40.010000+00:00;General;Group 5;case-9700;2011-11-03 00:06:40+00:00;Internet;2011-10-24 12:29:49.295000+00:00;0.0
8048;Group 4;task-40025;Resource04;T02 Check confirmation of receipt;2011-09-23 08:02:37.118000+00:00;complete;2011-07-27 23:06:40.020000+00:00;Resource04;2011-11-03 00:06:40.010000+00:00;General;Group 5;case-9700;2011-11-03 00:06:40+00:00;Internet;2011-10-24 12:29:49.295000+00:00;262.069
8049;Group 3;task-40029;Resource04;T04 Determine confirmation of receipt;2011-09-23 08:03:00.213000+00:00;complete;2011-07-27 23:06:40.020000+00:00;Resource04;2011-11-03 00:06:40.010000+00:00;General;Group 5;case-9700;2011-11-03 00:06:40+00:00;Internet;2011-10-24 12:29:49.295000+00:00;23.095
8050;Group 2;task-40030;Resource04;T05 Print and send confirmation of receipt;2011-09-23 08:03:18.256000+00:00;complete;2011-07-27 23:06:40.020000+00:00;Resource04;2011-11-03 00:06:40.010000+00:00;General;Group 5;case-9700;2011-11-03 00:06:40+00:00;Internet;2011-10-24 12:29:49.295000+00:00;18.043
8051;Group 1;task-40026;Resource04;T06 Determine necessity of stop advice;2011-09-23 08:03:36.047000+00:00;complete;2011-07-27 23:06:40.020000+00:00;Resource04;2011-11-03 00:06:40.010000+00:00;General;Group 5;case-9700;2011-11-03 00:06:40+00:00;Internet;2011-10-24 12:29:49.295000+00:00;17.791
8052;Group 1;task-40031;Resource04;T10 Determine necessity to stop indication;2011-09-23 08:03:55.500000+00:00;complete;2011-07-27 23:06:40.020000+00:00;Resource04;2011-11-03 00:06:40.010000+00:00;General;Group 5;case-9700;2011-11-03 00:06:40+00:00;Internet;2011-10-24 12:29:49.295000+00:00;19.453
8053;EMPTY;task-39943;Resource03;Confirmation of receipt;2011-09-26 07:19:57.013000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9701;2011-11-16 00:06:40+00:00;Internet;2011-09-29 11:56:04.146000+00:00;0.0
8054;Group 1;task-40273;Resource03;T06 Determine necessity of stop advice;2011-09-26 07:20:34.553000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9701;2011-11-16 00:06:40+00:00;Internet;2011-09-29 11:56:04.146000+00:00;37.54
8055;Group 4;task-40272;Resource03;T02 Check confirmation of receipt;2011-09-26 07:21:25.598000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9701;2011-11-16 00:06:40+00:00;Internet;2011-09-29 11:56:04.146000+00:00;51.045
8056;Group 3;task-40277;Resource03;T04 Determine confirmation of receipt;2011-09-26 07:21:46.194000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9701;2011-11-16 00:06:40+00:00;Internet;2011-09-29 11:56:04.146000+00:00;20.596
8057;Group 2;task-40278;Resource03;T05 Print and send confirmation of receipt;2011-09-26 07:22:43.633000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9701;2011-11-16 00:06:40+00:00;Internet;2011-09-29 11:56:04.146000+00:00;57.439
8058;Group 1;task-40275;Resource03;T10 Determine necessity to stop indication;2011-09-26 07:29:39.585000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9701;2011-11-16 00:06:40+00:00;Internet;2011-09-29 11:56:04.146000+00:00;415.952
8059;EMPTY;task-39948;admin2;Confirmation of receipt;2011-10-06 12:25:22.501000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource23;2011-11-16 00:06:40.010000+00:00;General;Group 5;case-9704;2011-11-16 00:06:40+00:00;Internet;2011-10-06 12:25:21.217000+00:00;0.0
8060;EMPTY;task-39991;Resource03;Confirmation of receipt;2011-09-23 13:01:51.693000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9710;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:30:07.381000+00:00;0.0
8061;Group 4;task-40172;Resource03;T02 Check confirmation of receipt;2011-09-23 13:02:11.230000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9710;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:30:07.381000+00:00;19.537
8062;Group 3;task-40174;Resource03;T04 Determine confirmation of receipt;2011-09-23 13:02:29.598000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9710;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:30:07.381000+00:00;18.368
8063;Group 2;task-40175;Resource03;T05 Print and send confirmation of receipt;2011-09-23 13:02:48.496000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9710;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:30:07.381000+00:00;18.898
8064;Group 1;task-40173;Resource03;T06 Determine necessity of stop advice;2011-09-23 13:03:06.523000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9710;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:30:07.381000+00:00;18.027
8065;Group 1;task-40176;Resource03;T10 Determine necessity to stop indication;2011-09-23 13:03:28.537000+00:00;complete;2011-09-21 23:06:40.020000+00:00;Resource11;2011-11-17 00:06:40.010000+00:00;General;Group 8;case-9710;2011-11-17 00:06:40+00:00;Internet;2011-10-11 06:30:07.381000+00:00;22.014
8066;EMPTY;task-39995;Resource03;Confirmation of receipt;2011-09-30 08:43:30.220000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9711;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:03:06.258000+00:00;0.0
8067;Group 4;task-40965;Resource03;T02 Check confirmation of receipt;2011-09-30 08:43:55.482000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9711;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:03:06.258000+00:00;25.262
8068;Group 3;task-40967;Resource03;T04 Determine confirmation of receipt;2011-09-30 08:44:12.160000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9711;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:03:06.258000+00:00;16.678
8069;Group 2;task-40968;Resource03;T05 Print and send confirmation of receipt;2011-09-30 08:44:27.948000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9711;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:03:06.258000+00:00;15.788
8070;Group 1;task-40966;Resource03;T06 Determine necessity of stop advice;2011-09-30 08:44:46.049000+00:00;complete;2011-09-20 23:06:40.020000+00:00;Resource11;2011-11-16 00:06:40.010000+00:00;General;Group 8;case-9711;2011-11-16 00:06:40+00:00;Internet;2011-10-11 06:03:06.258000+00:00;18.101
