,org:group,resource country,organization country,org:resource,organization involved,org:role,Activity,impact,product,lifecycle:transition,Complete Timestamp,Case ID,Duration
5333,Org line C,USA,us,Robert,G88 2nd,E_4,Queued,High,PROD668,Awaiting Assignment,2012-02-24 19:43:27+00:00,1-687668119,151.0
5334,Org line C,USA,us,Robert,G88 2nd,E_4,Accepted,High,PROD668,In Progress,2012-02-28 15:33:44+00:00,1-687668119,330617.0
5335,Org line C,USA,us,Sean,G88 2nd,E_4,Accepted,High,PROD668,Assigned,2012-02-28 15:34:51+00:00,1-687668119,67.0
5336,Org line C,USA,us,Sean,G88 2nd,E_4,Accepted,High,PROD668,Wait,2012-03-14 13:29:52+00:00,1-687668119,1288501.0
5337,Org line C,USA,us,Sean,G88 2nd,E_4,Completed,High,PROD668,Closed,2012-03-14 13:31:01+00:00,1-687668119,69.0
5338,Org line C,Sweden,se,Christer,G268 3rd,C_6,Accepted,Major,PROD802,In Progress,2012-02-25 23:40:53+00:00,1-687830906,0.0
5339,Org line C,Sweden,se,Christer,G268 3rd,C_6,Completed,Major,PROD802,Closed,2012-02-26 00:36:37+00:00,1-687830906,3344.0
5340,Org line A2,Sweden,se,Per-Erik,T17 2nd,A2_1,Accepted,Major,PROD834,In Progress,2012-02-27 04:12:13+00:00,1-688280019,0.0
5341,Org line A2,Sweden,se,Per-Erik,T17 2nd,A2_1,Accepted,Major,PROD834,In Progress,2012-02-28 07:58:14+00:00,1-688280019,99961.0
5342,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Queued,Major,PROD834,Awaiting Assignment,2012-02-28 08:00:16+00:00,1-688280019,122.0
5343,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Major,PROD834,In Progress,2012-03-05 08:35:59+00:00,1-688280019,520543.0
5344,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Major,PROD834,Wait,2012-03-05 08:36:52+00:00,1-688280019,53.0
5345,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Major,PROD834,In Progress,2012-03-14 12:31:28+00:00,1-688280019,791676.0
5346,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Completed,Major,PROD834,Closed,2012-03-14 12:33:47+00:00,1-688280019,139.0
5347,Org line C,Japan,jp,Ryouhei,S51 2nd,E_10,Accepted,High,PROD803,In Progress,2012-02-27 06:11:58+00:00,1-688342754,0.0
5348,Org line C,Japan,jp,Ryouhei,S51 2nd,E_10,Accepted,High,PROD803,Assigned,2012-02-27 06:12:24+00:00,1-688342754,26.0
5349,Org line C,Japan,jp,Ryouhei,S51 2nd,E_10,Accepted,High,PROD803,Wait,2012-02-27 08:14:07+00:00,1-688342754,7303.0
5350,Org line C,Japan,jp,Ryouhei,S51 2nd,E_10,Completed,High,PROD803,Closed,2012-04-10 02:46:55+00:00,1-688342754,3695568.0
5351,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Accepted,Medium,PROD350,In Progress,2012-02-27 06:50:38+00:00,1-688380091,0.0
5352,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Accepted,Medium,PROD350,Wait,2012-04-11 11:02:17+00:00,1-688380091,3816699.0
5353,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Queued,Medium,PROD350,Awaiting Assignment,2012-04-12 04:16:41+00:00,1-688380091,62064.0
5354,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Medium,PROD350,In Progress,2012-04-19 06:51:46+00:00,1-688380091,614105.0
5355,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Medium,PROD350,Wait,2012-04-19 06:54:32+00:00,1-688380091,166.0
5356,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Medium,PROD350,In Progress,2012-04-19 07:10:47+00:00,1-688380091,975.0
5357,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Medium,PROD350,Wait,2012-04-19 07:17:17+00:00,1-688380091,390.0
5358,Org line A2,China,se,Bob,J2 2nd,A2_1,Accepted,Medium,PROD350,Assigned,2012-04-23 07:14:54+00:00,1-688380091,345457.0
5359,Org line A2,China,se,Bob,J2 2nd,A2_1,Completed,Medium,PROD350,Closed,2012-05-17 16:05:32+00:00,1-688380091,2105438.0
5360,Org line G4,Sweden,se,Torbjörn,S33 2nd,,Accepted,Medium,PROD397,In Progress,2012-02-27 09:54:31+00:00,1-688491391,0.0
5361,Org line G4,Sweden,se,Torbjörn,S33 2nd,,Completed,Medium,PROD397,Closed,2012-03-01 09:26:48+00:00,1-688491391,257537.0
5362,Org line C,Sweden,se,Peter,G160 2nd,E_7,Accepted,Major,PROD673,In Progress,2012-02-27 13:04:57+00:00,1-688509388,0.0
5363,Org line C,Sweden,se,Peter,G160 2nd,E_7,Accepted,Major,PROD673,In Progress,2012-02-28 08:53:17+00:00,1-688509388,71300.0
5364,Org line C,Sweden,se,Peter,G160 2nd,E_7,Completed,Major,PROD673,Closed,2012-03-05 06:36:37+00:00,1-688509388,510200.0
5365,Org line G4,Sweden,se,David,S30 2nd,,Accepted,High,PROD412,In Progress,2012-02-27 10:08:27+00:00,1-688515611,0.0
5366,Org line G4,Sweden,se,David,S30 2nd,,Accepted,High,PROD412,Assigned,2012-03-07 07:48:46+00:00,1-688515611,769219.0
5367,Org line G4,Sweden,se,Gustav,S30 2nd,,Accepted,High,PROD412,Assigned,2012-05-17 08:31:38+00:00,1-688515611,6136972.0
5368,Org line G4,Sweden,se,David,S30 2nd,,Accepted,High,PROD412,In Progress,2012-05-17 08:31:41+00:00,1-688515611,3.0
5369,Org line G4,Sweden,se,David,S30 2nd,,Completed,High,PROD412,Closed,2012-05-17 08:31:52+00:00,1-688515611,11.0
5370,Org line C,Sweden,se,Johan,G138 2nd,E_10,Accepted,High,PROD802,In Progress,2012-02-27 11:55:39+00:00,1-688564654,0.0
5371,Org line C,Sweden,se,Johan,G138 2nd,E_10,Completed,High,PROD802,Closed,2012-02-27 12:05:54+00:00,1-688564654,615.0
5372,Org line C,Sweden,se,Martin,G273 3rd,C_6,Accepted,High,PROD802,In Progress,2012-02-27 12:04:10+00:00,1-688564824,0.0
5373,Org line C,Sweden,se,Martin,G273 3rd,C_6,Accepted,High,PROD802,In Progress,2012-02-27 12:06:32+00:00,1-688564824,142.0
5374,Org line C,Sweden,se,Martin,G273 3rd,C_6,Queued,High,PROD802,Awaiting Assignment,2012-02-28 14:36:18+00:00,1-688564824,95386.0
5375,Org line C,Sweden,se,Michael,G273 3rd,C_6,Accepted,High,PROD802,In Progress,2012-02-29 07:45:33+00:00,1-688564824,61755.0
5376,Org line C,Sweden,se,Pascal,G273 3rd,C_6,Accepted,High,PROD802,Assigned,2012-02-29 09:24:30+00:00,1-688564824,5937.0
5377,Org line C,Sweden,se,Pascal,G273 3rd,C_6,Accepted,High,PROD802,In Progress,2012-03-22 14:05:34+00:00,1-688564824,1917664.0
5378,Org line C,Sweden,se,Pascal,G273 3rd,C_6,Completed,High,PROD802,Closed,2012-03-30 12:38:43+00:00,1-688564824,685989.0
5379,Org line C,USA,be,Robert,N6 2nd,,Accepted,High,PROD821,In Progress,2012-02-27 18:50:43+00:00,1-688725917,0.0
5380,Org line C,USA,be,Robert,N6 2nd,,Queued,High,PROD821,Awaiting Assignment,2012-02-27 19:01:11+00:00,1-688725917,628.0
5381,Org line C,USA,be,Timothy,G213 2nd,E_1,Accepted,High,PROD821,In Progress,2012-03-05 14:15:46+00:00,1-688725917,587675.0
5382,Org line C,USA,be,Timothy,G213 2nd,E_1,Accepted,High,PROD821,In Progress,2012-03-05 14:17:57+00:00,1-688725917,131.0
5383,Org line C,Belgium,be,Peter,G55 2nd,E_1,Queued,High,PROD821,Awaiting Assignment,2012-03-05 14:19:35+00:00,1-688725917,98.0
5384,Org line C,USA,be,Samuel,G55 2nd,E_1,Accepted,High,PROD821,In Progress,2012-03-05 15:46:59+00:00,1-688725917,5244.0
5385,Org line C,USA,be,Samuel,G55 2nd,E_1,Completed,High,PROD821,Closed,2012-04-03 22:53:58+00:00,1-688725917,2531219.0
5386,Org line A2,Sweden,se,Stefan,L38 3rd,D_1,Accepted,Medium,PROD607,In Progress,2012-02-28 08:27:52+00:00,1-689160381,0.0
5387,Org line A2,Sweden,se,Stefan,L38 3rd,D_1,Accepted,Medium,PROD607,Wait,2012-03-28 12:02:39+00:00,1-689160381,2518487.0
5388,Org line A2,Sweden,se,Stefan,L38 3rd,D_1,Completed,Medium,PROD607,Closed,2012-05-16 09:16:51+00:00,1-689160381,4223652.0
5389,Org line C,Sweden,be,Hans-Erik,G64 2nd,E_3,Accepted,High,PROD379,In Progress,2012-02-28 07:25:28+00:00,1-689176751,0.0
5390,Org line C,Sweden,be,Hans-Erik,G64 2nd,E_3,Completed,High,PROD379,Closed,2012-03-05 08:50:25+00:00,1-689176751,523497.0
5391,Org line C,Sweden,be,Hans-Erik,G64 2nd,E_3,Accepted,High,PROD379,In Progress,2012-03-19 14:34:27+00:00,1-689176751,1230242.0
5392,Org line C,Sweden,be,Hans-Erik,G64 2nd,E_3,Completed,High,PROD379,Closed,2012-03-19 14:35:47+00:00,1-689176751,80.0
5393,Org line C,INDIA,in,Suresh,G93 2nd,E_4,Accepted,Low,PROD325,In Progress,2012-02-28 08:57:37+00:00,1-689252781,0.0
5394,Org line C,INDIA,in,Suresh,G93 2nd,E_4,Accepted,Low,PROD325,Wait,2012-02-28 12:39:08+00:00,1-689252781,13291.0
5395,Org line C,INDIA,in,Suresh,G93 2nd,E_4,Completed,Low,PROD325,Closed,2012-03-30 10:00:46+00:00,1-689252781,2668898.0
5396,Org line C,Sweden,se,Christer,G268 3rd,C_6,Accepted,High,PROD802,In Progress,2012-02-28 10:33:31+00:00,1-689341321,0.0
5397,Org line C,Sweden,se,Christer,G268 3rd,C_6,Completed,High,PROD802,Closed,2012-05-29 12:53:55+00:00,1-689341321,7870824.0
5398,Org line C,Sweden,in,Mica,G261 3rd,C_6,Accepted,Medium,PROD13,In Progress,2012-02-28 15:07:32+00:00,1-689469104,0.0
5399,Org line C,Sweden,in,Mica,G261 3rd,C_6,Queued,Medium,PROD13,Awaiting Assignment,2012-02-28 15:15:59+00:00,1-689469104,507.0
5400,Org line C,Sweden,in,Mica,G261 3rd,C_6,Accepted,Medium,PROD13,In Progress,2012-02-29 07:00:42+00:00,1-689469104,56683.0
5401,Org line B,INDIA,in,Srinivasan,G230 2nd,E_10,Queued,Medium,PROD13,Awaiting Assignment,2012-02-29 08:05:53+00:00,1-689469104,3911.0
5402,Org line B,INDIA,in,Ashok,G230 2nd,E_10,Accepted,Medium,PROD13,In Progress,2012-02-29 08:06:12+00:00,1-689469104,19.0
5403,Org line C,Sweden,in,Leif,G285 2nd,E_10,Queued,Medium,PROD13,Awaiting Assignment,2012-02-29 08:11:21+00:00,1-689469104,309.0
5404,Org line C,Belgium,in,Joram,G285 2nd,E_10,Accepted,Medium,PROD13,In Progress,2012-03-01 07:28:58+00:00,1-689469104,83857.0
5405,Org line B,INDIA,in,Srinivasan,G230 2nd,E_10,Queued,Medium,PROD13,Awaiting Assignment,2012-03-01 07:32:26+00:00,1-689469104,208.0
5406,Org line B,INDIA,in,Aneesh V,G230 2nd,E_10,Accepted,Medium,PROD13,In Progress,2012-03-01 08:27:48+00:00,1-689469104,3322.0
5407,Org line B,INDIA,in,Aneesh V,G230 2nd,E_10,Completed,Medium,PROD13,Closed,2012-03-21 17:17:10+00:00,1-689469104,1759762.0
5408,Org line G4,Sweden,se,Roland,S33 2nd,,Accepted,Medium,PROD374,In Progress,2012-02-28 15:30:43+00:00,1-689525975,0.0
5409,Org line G4,Sweden,se,Roland,S33 2nd,,Accepted,Medium,PROD374,Wait,2012-02-28 17:05:04+00:00,1-689525975,5661.0
5410,Org line G4,Sweden,se,Roland,S33 2nd,,Completed,Medium,PROD374,Closed,2012-03-30 08:00:24+00:00,1-689525975,2645720.0
5411,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,High,PROD236,In Progress,2012-02-29 07:15:32+00:00,1-690184941,0.0
5412,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,High,PROD236,Wait,2012-02-29 09:18:00+00:00,1-690184941,7348.0
5413,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,High,PROD236,Closed,2012-03-05 15:27:15+00:00,1-690184941,454155.0
5414,Org line C,Sweden,se,Ahmad,L1 2nd,E_1,Accepted,High,PROD153,In Progress,2012-02-29 12:11:36+00:00,1-690190570,0.0
5415,Org line C,Sweden,se,Ahmad,L1 2nd,E_1,Accepted,High,PROD153,Wait,2012-03-14 15:20:08+00:00,1-690190570,1220912.0
5416,Org line C,Sweden,se,Ahmad,L1 2nd,E_1,Completed,High,PROD153,Closed,2012-04-30 14:26:59+00:00,1-690190570,4057611.0
5417,Org line C,Japan,jp,Noriaki,S22 2nd,,Accepted,Low,PROD448,In Progress,2012-02-29 08:55:26+00:00,1-690249637,0.0
5418,Org line C,Japan,jp,Noriaki,S22 2nd,,Completed,Low,PROD448,Closed,2012-04-19 09:16:08+00:00,1-690249637,4321242.0
5419,Org line A2,Sweden,se,Maria,G118 2nd,A2_4,Accepted,High,PROD591,In Progress,2012-02-29 11:16:36+00:00,1-690327801,0.0
5420,Org line A2,Sweden,se,Maria,G118 2nd,A2_4,Completed,High,PROD591,Closed,2012-03-01 13:17:13+00:00,1-690327801,93637.0
5421,Org line A2,Sweden,se,Maria,G35 2nd,A2_4,Accepted,Medium,PROD591,In Progress,2012-02-29 11:23:42+00:00,1-690327837,0.0
5422,Org line A2,Sweden,se,Maria,G35 2nd,A2_4,Completed,Medium,PROD591,Closed,2012-03-02 12:30:31+00:00,1-690327837,176809.0
5423,Org line A2,Sweden,se,Maria,G35 2nd,A2_4,Accepted,Medium,PROD591,In Progress,2012-03-02 12:30:34+00:00,1-690327837,3.0
5424,Org line A2,Sweden,se,Maria,G35 2nd,A2_4,Completed,Medium,PROD591,Closed,2012-03-02 12:30:40+00:00,1-690327837,6.0
5425,Org line C,Sweden,se,Björn,G268 3rd,C_6,Accepted,High,PROD805,In Progress,2012-02-29 12:38:34+00:00,1-690352118,0.0
5426,Org line C,Sweden,se,Björn,G268 3rd,C_6,Completed,High,PROD805,Closed,2012-04-02 08:51:23+00:00,1-690352118,2837569.0
5427,Org line A2,POLAND,pl,Tomasz,W14 2nd,D_1,Accepted,High,PROD784,In Progress,2012-02-29 14:00:11+00:00,1-690419865,0.0
5428,Org line A2,POLAND,pl,Tomasz,W14 2nd,D_1,Accepted,High,PROD784,Wait,2012-03-12 14:43:18+00:00,1-690419865,1039387.0
5429,Org line A2,POLAND,pl,Tomasz,W14 2nd,D_1,Completed,High,PROD784,Closed,2012-03-27 11:33:54+00:00,1-690419865,1284636.0
5430,Org line C,Sweden,se,Vesa,G268 3rd,C_6,Queued,High,PROD85,Awaiting Assignment,2012-02-29 14:47:32+00:00,1-690447511,0.0
5431,Org line C,Sweden,se,Björn,G268 3rd,C_6,Accepted,High,PROD85,In Progress,2012-03-01 08:12:22+00:00,1-690447511,62690.0
5432,Org line C,Sweden,se,Björn,G268 3rd,C_6,Accepted,High,PROD85,Wait,2012-03-07 09:23:55+00:00,1-690447511,522693.0
5433,Org line C,Sweden,se,Björn,G268 3rd,C_6,Completed,High,PROD85,Closed,2012-04-20 12:16:56+00:00,1-690447511,3811981.0
5434,Org line C,Sweden,se,Christer,G268 3rd,C_6,Accepted,High,PROD805,In Progress,2012-02-29 15:26:17+00:00,1-690458151,0.0
5435,Org line C,Sweden,se,Christer,G268 3rd,C_6,Completed,High,PROD805,Closed,2012-05-29 12:52:12+00:00,1-690458151,7766755.0
5436,Org line C,Japan,jp,Ryouhei,S51 2nd,E_10,Queued,Medium,PROD804,Awaiting Assignment,2012-03-01 08:01:23+00:00,1-690762471,0.0
5437,Org line C,Japan,jp,Takashi,S30 2nd,,Accepted,Medium,PROD804,In Progress,2012-03-01 08:01:24+00:00,1-690762471,1.0
5438,Org line C,Japan,jp,Ryouhei,S51 2nd,E_10,Queued,Medium,PROD804,Awaiting Assignment,2012-03-01 08:03:24+00:00,1-690762471,120.0
5439,Org line C,Japan,jp,Jun,S51 2nd,E_10,Accepted,Medium,PROD804,In Progress,2012-03-01 10:27:02+00:00,1-690762471,8618.0
5440,Org line C,Japan,jp,Jun,S51 2nd,E_10,Completed,Medium,PROD804,Closed,2012-03-01 10:31:24+00:00,1-690762471,262.0
5441,Org line G3,POLAND,us,Ewa,G199 3rd,,Accepted,Medium,PROD96,In Progress,2012-03-01 10:53:49+00:00,1-690896014,0.0
5442,Org line G3,POLAND,us,Ewa,G199 3rd,,Completed,Medium,PROD96,Closed,2012-03-01 11:16:29+00:00,1-690896014,1360.0
5443,Org line G4,Sweden,se,Torbjörn,S33 2nd,,Accepted,Medium,PROD397,In Progress,2012-03-01 12:44:24+00:00,1-690926911,0.0
5444,Org line G4,Sweden,se,Torbjörn,S33 2nd,,Completed,Medium,PROD397,Closed,2012-04-19 18:12:12+00:00,1-690926911,4253268.0
5445,Org line C,Sweden,se,John,G144 3rd,C_6,Accepted,Low,PROD660,In Progress,2012-03-01 13:10:13+00:00,1-690931471,0.0
5446,Org line C,Sweden,se,John,G144 3rd,C_6,Queued,Low,PROD660,Awaiting Assignment,2012-03-02 11:10:31+00:00,1-690931471,79218.0
5447,Org line C,Sweden,se,John,G144 3rd,C_6,Accepted,Low,PROD660,In Progress,2012-03-02 12:50:24+00:00,1-690931471,5993.0
5448,Org line C,Sweden,se,John,G144 3rd,C_6,Completed,Low,PROD660,Closed,2012-03-05 13:26:08+00:00,1-690931471,261344.0
5449,Org line G4,Sweden,se,Bharath,S33 2nd,,Accepted,High,PROD397,In Progress,2012-03-01 15:18:31+00:00,1-691031201,0.0
5450,Org line G4,Sweden,se,Bharath,S33 2nd,,Completed,High,PROD397,Closed,2012-03-01 15:18:58+00:00,1-691031201,27.0
5451,Org line G4,Sweden,se,Ing-Marie,G51 2nd,,Accepted,Major,PROD221,In Progress,2012-03-01 18:13:08+00:00,1-691093464,0.0
5452,Org line G4,Sweden,se,Ing-Marie,G51 2nd,,Completed,Major,PROD221,Closed,2012-03-01 18:32:06+00:00,1-691093464,1138.0
5453,Org line G4,Sweden,se,Ing-Marie,G51 2nd,,Accepted,Major,PROD221,In Progress,2012-03-09 15:05:39+00:00,1-691093464,678813.0
5454,Org line G4,Sweden,se,Ing-Marie,G51 2nd,,Queued,Major,PROD221,Awaiting Assignment,2012-03-09 15:14:47+00:00,1-691093464,548.0
5455,Org line G4,Sweden,se,Suresh,G51 2nd,,Accepted,Major,PROD221,In Progress,2012-03-28 12:35:24+00:00,1-691093464,1632037.0
5456,Org line V5,Sweden,se,Hari,V20 2nd,,Queued,Major,PROD221,Awaiting Assignment,2012-03-28 12:37:10+00:00,1-691093464,106.0
5457,Org line V5,INDIA,se,Praveen,V20 2nd,,Accepted,Major,PROD221,In Progress,2012-04-02 08:34:52+00:00,1-691093464,417462.0
5458,Org line V5,INDIA,se,Praveen,V20 2nd,,Completed,Major,PROD221,Closed,2012-04-02 08:38:28+00:00,1-691093464,216.0
5459,Org line A2,Sweden,se,Dusan,V13 2nd,A2_3,Accepted,Major,PROD617,In Progress,2012-03-01 22:45:27+00:00,1-691146566,0.0
5460,Org line A2,Sweden,se,Dusan,V13 2nd,A2_3,Completed,Major,PROD617,Closed,2012-04-26 14:59:04+00:00,1-691146566,4810417.0
5461,Org line B,China,cn,Abby,D1,A2_1,Accepted,Major,PROD350,In Progress,2012-03-02 01:59:57+00:00,1-691176158,0.0
5462,Org line B,China,cn,Abby,D1,A2_1,Completed,Major,PROD350,Closed,2012-03-02 02:03:25+00:00,1-691176158,208.0
5463,Org line G4,Sweden,se,Peter,M8 2nd,,Accepted,Major,PROD221,In Progress,2012-03-01 23:17:13+00:00,1-691221687,0.0
5464,Org line G4,Sweden,se,Peter,M8 2nd,,Accepted,Major,PROD221,In Progress,2012-03-12 07:24:31+00:00,1-691221687,893238.0
5465,Org line G4,Sweden,se,Göran,M8 2nd,,Accepted,Major,PROD221,In Progress,2012-03-28 12:42:53+00:00,1-691221687,1401502.0
5466,Org line C,Sweden,se,Ulf,G101 2nd,V3_3,Queued,Major,PROD221,Awaiting Assignment,2012-03-28 12:49:40+00:00,1-691221687,407.0
5467,Org line C,Sweden,se,Ulf,G162 2nd,E_7,Accepted,Major,PROD221,In Progress,2012-03-28 12:52:43+00:00,1-691221687,183.0
5468,Org line C,Sweden,se,Ulf,G101 2nd,V3_3,Queued,Major,PROD221,Awaiting Assignment,2012-03-29 11:41:49+00:00,1-691221687,82146.0
5469,Org line C,Sweden,se,Ulf,G162 2nd,E_7,Accepted,Major,PROD221,In Progress,2012-03-29 11:49:40+00:00,1-691221687,471.0
5470,Org line C,Sweden,se,Ulf,G101 2nd,V3_3,Queued,Major,PROD221,Awaiting Assignment,2012-03-29 11:50:02+00:00,1-691221687,22.0
5471,Org line C,Sweden,se,Ulf,G101 2nd,V3_3,Accepted,Major,PROD221,In Progress,2012-03-29 11:50:21+00:00,1-691221687,19.0
5472,Org line C,Sweden,se,Ulf,G101 2nd,V3_3,Completed,Major,PROD221,Closed,2012-04-11 11:03:04+00:00,1-691221687,1120363.0
5473,Org line C,Sweden,se,Henrik,G334 2nd,E_6,Accepted,High,PROD289,In Progress,2012-03-02 07:15:10+00:00,1-691767241,0.0
5474,Org line C,Sweden,se,Henrik,G334 2nd,E_6,Accepted,High,PROD289,Assigned,2012-03-02 07:21:09+00:00,1-691767241,359.0
5475,Org line C,Sweden,se,Henrik,G334 2nd,E_6,Completed,High,PROD289,Closed,2012-05-09 15:57:11+00:00,1-691767241,5906162.0
5476,Org line C,USA,us,Robert,G88 2nd,E_4,Accepted,High,PROD412,In Progress,2012-03-02 07:32:14+00:00,1-691786096,0.0
5477,Org line C,USA,us,Robert,G88 2nd,E_4,Queued,High,PROD412,Awaiting Assignment,2012-03-02 07:32:44+00:00,1-691786096,30.0
5478,Org line C,Sweden,us,Bhavesh,G88 2nd,E_4,Accepted,High,PROD412,In Progress,2012-03-13 10:36:24+00:00,1-691786096,961420.0
5479,Org line C,Sweden,us,Jörgen,G88 2nd,E_4,Accepted,High,PROD412,Assigned,2012-03-13 10:38:55+00:00,1-691786096,151.0
5480,Org line C,Sweden,us,Jörgen,G88 2nd,E_4,Accepted,High,PROD412,Assigned,2012-03-13 12:53:26+00:00,1-691786096,8071.0
5481,Org line C,Sweden,us,Jörgen,G88 2nd,E_4,Completed,High,PROD412,Closed,2012-03-29 13:18:58+00:00,1-691786096,1383932.0
5482,Org line C,INDIA,in,Mahesh,G186 2nd,E_8,Accepted,Major,PROD473,In Progress,2012-03-02 07:49:22+00:00,1-691786330,0.0
5483,Org line C,INDIA,in,Mahesh,G186 2nd,E_8,Queued,Major,PROD473,Awaiting Assignment,2012-03-02 07:49:43+00:00,1-691786330,21.0
5484,Org line C,Sweden,in,Radha,G181 2nd,E_8,Accepted,Major,PROD473,In Progress,2012-03-29 07:20:23+00:00,1-691786330,2331040.0
5485,Org line C,Sweden,in,Jonas,G181 2nd,E_8,Accepted,Major,PROD473,Assigned,2012-03-29 07:21:22+00:00,1-691786330,59.0
5486,Org line C,Sweden,in,Jonas,G181 2nd,E_8,Completed,Major,PROD473,Closed,2012-03-30 09:02:03+00:00,1-691786330,92441.0
5487,Org line C,Sweden,in,Jonas,G186 2nd,E_8,Accepted,High,PROD473,In Progress,2012-03-02 08:41:45+00:00,1-691832225,0.0
5488,Org line C,Sweden,in,Jonas,G186 2nd,E_8,Completed,High,PROD473,Closed,2012-03-28 09:20:47+00:00,1-691832225,2248742.0
5489,Org line C,Sweden,se,Per-Erik,G294 2nd,E_1,Accepted,Medium,PROD834,In Progress,2012-03-02 15:50:47+00:00,1-692042197,0.0
5490,Org line C,Sweden,se,Per-Erik,G294 2nd,E_1,Accepted,Medium,PROD834,In Progress,2012-03-15 12:20:04+00:00,1-692042197,1110557.0
5491,Org line C,Sweden,se,Per-Erik,G294 2nd,E_1,Completed,Medium,PROD834,Closed,2012-03-15 12:20:11+00:00,1-692042197,7.0
5492,Org line V11,United Kingdom,gb,Christopher,V50 2nd,,Accepted,Medium,PROD158,In Progress,2012-03-02 17:15:04+00:00,1-692055495,0.0
5493,Org line V11,United Kingdom,gb,Christopher,V50 2nd,,Queued,Medium,PROD158,Awaiting Assignment,2012-03-02 17:20:46+00:00,1-692055495,342.0
5494,Org line C,United Kingdom,gb,Ralph,W1,V3_3,Accepted,Medium,PROD158,In Progress,2012-04-17 16:35:41+00:00,1-692055495,3971695.0
5495,Org line C,United Kingdom,gb,Ralph,W1,V3_3,Completed,Medium,PROD158,Closed,2012-04-19 09:31:58+00:00,1-692055495,147377.0
5496,Org line C,Sweden,se,Vesa,G268 3rd,C_6,Accepted,Medium,PROD771,In Progress,2012-03-03 13:20:54+00:00,1-692193396,0.0
5497,Org line C,Sweden,se,Vesa,G268 3rd,C_6,Queued,Medium,PROD771,Awaiting Assignment,2012-03-03 13:35:06+00:00,1-692193396,852.0
5498,Org line C,Sweden,se,Hans,G268 3rd,C_6,Accepted,Medium,PROD771,In Progress,2012-03-05 09:27:35+00:00,1-692193396,157949.0
5499,Org line C,Sweden,se,Christer,G268 3rd,C_6,Accepted,Medium,PROD771,Assigned,2012-03-05 09:27:48+00:00,1-692193396,13.0
5500,Org line C,Sweden,se,Christer,G268 3rd,C_6,Accepted,Medium,PROD771,In Progress,2012-05-09 14:44:08+00:00,1-692193396,5634980.0
5501,Org line C,Sweden,se,Christer,G268 3rd,C_6,Completed,Medium,PROD771,Closed,2012-05-09 14:44:09+00:00,1-692193396,1.0
5502,Org line C,Sweden,us,Vaibhav,G88 2nd,E_4,Accepted,Low,PROD794,In Progress,2012-03-05 05:23:01+00:00,1-692715494,0.0
5503,Org line C,Sweden,us,Vaibhav,G88 2nd,E_4,Completed,Low,PROD794,Closed,2012-05-28 09:57:12+00:00,1-692715494,7274051.0
5504,Org line C,INDIA,in,Tapan,G87 2nd,E_4,Accepted,Medium,PROD565,In Progress,2012-03-05 09:11:17+00:00,1-692813576,0.0
5505,Org line C,INDIA,in,Tapan,G87 2nd,E_4,Accepted,Medium,PROD565,Wait,2012-03-14 09:36:57+00:00,1-692813576,779140.0
5506,Org line C,INDIA,in,Tapan,G87 2nd,E_4,Completed,Medium,PROD565,Closed,2012-05-08 06:28:25+00:00,1-692813576,4740688.0
5507,Org line C,Sweden,in,Devashish,G93 2nd,E_4,Accepted,Low,PROD424,In Progress,2012-03-05 09:51:06+00:00,1-692959195,0.0
5508,Org line C,Sweden,in,Devashish,G93 2nd,E_4,Accepted,Low,PROD424,Wait,2012-03-05 09:53:28+00:00,1-692959195,142.0
5509,Org line C,Sweden,in,Devashish,G93 2nd,E_4,Completed,Low,PROD424,Closed,2012-03-28 09:11:31+00:00,1-692959195,1984683.0
5510,Org line A2,Sweden,se,Aparna,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2012-03-05 15:45:27+00:00,1-693343054,0.0
5511,Org line A2,Sweden,se,Aparna,G105 2nd,A2_4,Completed,Medium,PROD337,Closed,2012-03-26 16:35:33+00:00,1-693343054,1817406.0
5512,Org line C,Sweden,us,Jörgen,G88 2nd,E_4,Accepted,High,PROD348,In Progress,2012-03-05 15:28:53+00:00,1-693357728,0.0
5513,Org line C,Sweden,us,Jörgen,G88 2nd,E_4,Completed,High,PROD348,Closed,2012-03-29 13:12:42+00:00,1-693357728,2065429.0
5514,Org line C,INDIA,au,Bharani,G73,E_5,Accepted,High,PROD790,In Progress,2012-03-05 22:30:17+00:00,1-693456968,0.0
